author_name
S Fahlman
D Steward
D Charles
R Standridge
M Wallace
M Perez
R Zimmer
A MacDonald
D Traum
A Williams
D Rager
P VanBeek
D Manchak
D Janetzko
O Jaschke
G Strube
J SierraSantiba
I Bretan
B Gamback
J Kaja
C Samuelsson
K Haugsjaa
K Souccar
M Hobbs
G Wickham
J Edwards
J Mylopoulos
J Lenting
P Braspenning
A Ireland
X Dong
T Lai
D Perlis
W Bldg
D Poole
C Kwok
K Golden
S Penberthy
B Romney
M Brodie
S Gerberding
B Pientka
J Luntz
W Messner
G Jorstad
R St
Y Amant
K Paul
R Cohen
J Dicker
A Armando
S Ranise
L Fegaras
T Sheard
P Keith
D Garvey
A Tate
M Arenson
N Arenson
R Rymon
C Hwang
T Kato
N Martin
M Poesio
L Obrst
J Ottenkamp
K Koperski
N Stefanovic
C Yeung
S Leung
H Leung
J Adhikary
G Falkman
J Warnby
V Anders
H Miksch
T VanPelt
K Shaw
W Ribbens
P Washabaugh
D Bernstein
A Perez
J Contreras
M Klusch
V Kirillov
K Skadron
C DiMarco
L Wanner
J Wilkinson
W Korman
J Zachary
H Boley
M Perling
M Sintek
J Sadrach
A Wang
R Conradi
C Balkanski
M HuraultPlantet
I Eric
B Baum
A Pease
J VanDenAkker
A Caldwell
A Zelikovsky
L Breslau
P Cao
L Fan
G Phillips
D Gildea
P Will
A Govindjee
J Breuker
J Phillips
J Robin
B Choueiry
Y Iwasaki
T Loeser
T Neller
R Engelmore
R Fikes
D Hutter
K Shillcutt
J Antell
C Gantz
A Griff
J Mankovich
H Spencer
Z Collyer
B Grosz
C Wang
C Su
O Lassila
M Lassila
N Ron
A Moskowitz
J Kassirer
G Shafer
D Bernard
E Gat
N Michael
G Beckworth
P Garner
V Basili
L Briand
S Condon
W Melo
J Valett
T Fruhwirth
A Herold
V Kuchenhoff
T Le
P Provost
M Monfroy
S Lewis
X Govindjee
M Estlin
R Griesel
K Fayyad
A Cimatti
F Giunchiglia
M Roveri
B Gaume
M Bouajjani
B Shults
S Schaeffer
E Sandewall
P Grunwald
E Schwalb
K Kask
G Duchatelet
R Weida
C Mcmillin
H Lutfiyya
G Tsai
H Hansson
L Vila
H Yoshino
C Bettini
X Sean
W Jajodia
J Freire
T Swift
D Warren
G Erbach
S Manandhar
M Olsen
T Declerck
K Barker
S Szpakowicz
K John
K Nerbonne
A Netter
K Diagne
L Dickmann
K Intelligenz
M Elhadad
H Krieger
U Schafer
M Light
A Copestake
J Delannoy
C Feng
T Epperly
R Swaney
G Adams
O Kwong
S Shaumyan
M Wescoat
S Jeremy
J Sofia
K HansUlrich
U Krieger
S Intelligenz
H Uszkoreit
S Busemann
A Kader
E Diagne
W Hinkelman
B Kasper
H Kiefer
K Krieger
G Netter
S Neumann
S Oepen
Z Tuza
S Ljung
K Linden
S Gillis
E Roche
Y Schabes
D Litman
C Pao
L Balkanfl
K Netterz
D Arnoldfl
S Meijerfl
G Satta
M Denecke
V Joachim
Q DoktorIngenieur
D Berichter
B Berichter
G Gorz
T Aussprache
K Edward
L Wan
H AtKaci
P Lincoln
B Long
M Osborne
T VanDerAvoird
M Broy
N Shankar
J Rushby
K Havelund
M Kaufmann
J Whittle
C Kreitz
J Otten
S Schmitt
S Michaylov
F Pfenning
P Andrews
G Alexander
Y Advisor
A Plaisted
P Owen
L Astrachan
P Alan
W Biermann
D Cyrluk
M Srivas
T Tammet
S Owre
J Hodas
C Consel
O Danvy
T Schubert
J Biggs
Y Anatoli
D Yuri
G Voronkov
S Agerholm
B Jacobs
T Melham
D Kapur
M Vandevoorde
P Curzon
G Zhang
W Rounds
J Frost
J Jordi
D Marco
D Korn
F Kurucz
G Stolpmann
D Christian
B Suttner
G Sutcliffe
K Kunen
J Hickey
R CardellOliver
R Hale
S Berezin
D Gurov
P Jackson
O John
L Miriam
L Jason
H Aagaard
D Syme
R Nalumasu
R Boulton
A Bledsoe
S Garland
N Lynch
J Fleuriot
M Wilding
T Vos
S Swierstra
I Prasetya
H Mairson
R Diaconescu
P Stefaneas
M Clavel
J Meseguer
K Yuan
W Marco
S Agust
M Jain
E Myers
L Bachmair
N Dershowitz
J Wing
M VaziriFarahani
A Degtyarev
Y Matiyasevich
A Voronkov
C Jansen
A Paccanaro
J Robert
H College
Y Gurevich
P Ryan
I Zakiuddin
S Issar
D Nesmith
H Contact
T Eiter
G Pick
B VanLinder
J Ch
M VanDerHoek
R Gray
I Ferguson
N Karnik
A Tripathi
G Cybenko
D Kotz
R Sproull
E Dean
L Johnson
M Wooldridge
M Genesereth
N Singh
M Syed
O Shehory
L Cavedon
W Wobcke
S Ruman
A Moreno
E Superior
F Vincent
K Jill
F Lehman
D Monderer
C Krintz
V Prasad
S Lander
M Boicu
M Bowman
D Godbole
K Hindriks
F DeBoer
W VanDerHoek
W Davies
E Thornton
J Rosenscheiny
M Vora
T Ahmed
R Isukapalli
P Busetta
K Ramamohanarao
I Smith
S Noh
C Rich
C Sidner
P Susan
E Lander
K Arisha
F Ozcan
R Ross
T Kamba
K Bharat
M Albers
J Horty
K Bollacker
R Vincent
B Horling
T Wagner
A Biswas
R Nadella
N Arora
P Fitzpatrick
Q Long
S Geldof
R Schrooten
G Wei
H Nwana
A Langer
Y Lesp
A Nithrakashyap
M Palatnik
Y Lashkari
M Metral
F Knabe
F EnerSearch
R Washington
D Hindle
G Di
C Fabbrizio
J Arthursson
J Engblom
I Jonsson
R Mirza
G Naeser
M Olsson
R Ottenhag
D Sahlin
M Schmid
B Spolander
E Zolfonoon
R VanEijk
F Johansen
Q He
E Ternovskaia
B Price
S Ficici
E Glinert
S Marsella
A Keren
A Barak
A Garvey
D Neiman
L Crnogorac
D Anand
P Ramamohanarao
P Caironi
R Levinson
N Adams
R Gold
B Schilit
M Tso
R Want
S Markovitch
C Beal
P Pleinlaan
J Kittock
B Krulwich
R Guttman
C Petrie
A Mark
C And
H Park
D Johansen
N Sudmann
R VanRenesse
P Edmonds
E Yu
R Narayanaswamy
C Shah
W MacCartney
K Goolsbey
Y Labrou
T Sales
E Facultat
I Carretera
P Gargallo
N Minsky
V Ungureanu
D Jeffrey
J Bailey
D Hobbs
G Jurafsky
D Lakoff
M Hennessy
J Riely
H Takeda
K Iino
J Thomas
M Glickman
B Routledge
M Chia
L Baerentzen
D Mammen
A Sloman
R Turner
P Eaton
M Dempsey
S Onn
A Val
P MaynardReid
I DeAlmeida
M Jose
J Alferes
D Mathem
M Schroeder
E Hinkelman
S Spackman
O Rogalla
S Bijnens
W Joosen
P Verbaeten
C Low
P Bonatti
J Salinas
C Morin
S yINRIA
D Bailey
G Lakoff
A Chavez
D Dreilinger
N Minar
K Pantazopoulos
Z Qiu
S Macskassy
L Shklar
A Junhong
L Instructor
J Bates
C Jaime
C Reid
S Aaron
W Sloman
S Reilly
M Porta
P Chiu
X Tu
D Terzopoulos
A Prodromidis
S Tselepis
D Fan
E Wefald
S Ketchpel
C Ramming
G Cooper
M Miller
J Lin
V Becher
L Dent
J Boticario
J McDermott
D Zabowski
M Feeley
W Morgan
F Pighin
A Karlin
C Thekkath
G Zlotkin
D Lehmann
A Moukas
J Jr
P Gratch
M Rosenbloom
P Lockier
T Lukins
S Fujita
A Milewski
O Tawakol
H Chalupsky
D Stuart
C Shapiro
B Jayaraman
D William
J Rapaport
C Kamm
A Abella
F Klassner
A Raja
S Zhang
R Caruana
W Carriker
T Sugawara
C Byrne
M Donahoo
D Ionescu
J Wilkenfeld
B Tung
L Kleinrock
O Torres
T Drashansky
J Jeff
R Randy
S Munro
T BersanoBegey
S Munch
M Stangenberg
E Cuddihy
D Steinig
F Tohme
M Land
P Du
B Dubois
S Lerner
L Osterweil
D Billsus
K Lau
H Moulin
E Castro
J Sallantin
J Threet
S Shenoi
K Hultman
E Fletcher
A Prieditis
B Huberman
T Webster
M Cutkosky
T Arbel
S Chandra
T Chandra
G Vreeswijk
E Freuder
R Wallace
D Scholefield
H Zedan
D Bayer
T Payne
T Jaeger
Y Fu
R Ng
Y Mor
P Agre
M Georgeff
D Kemp
D Kinny
E CsuhajVarju
K Jokinen
S Prasad
B Karthikeyan
T Vishwanath
R Ghosh
G Varghese
L Qiegang
M Gams
S Sian
L Torgo
D Goldschlag
V Darley
J Eriksson
N Finne
S Janson
S Hgg
D Grecu
L Becker
K Anke
R Staudte
J Kiniry
E Vavalis
E Shaw
C Shahabi
W Imagineering
R Hall
D Heimbigner
R Gonzales
J Gelfand
J Lesniak
S Hinrichs
C Kosak
T Hallaron
R Takez
M Willis
J Schlimmer
L Hermens
K Prasad
J Muller
P Arny
G Wiederhold
R Pelavin
C Beck
A Jo
B DeSousa
R Bragas
P Codex
Y So
D Norrie
D Prasad
K Brooks
A Marvin
L Minsky
Z Cvetanovic
G Zacharia
S Roychowdhury
M Fenster
M Mateas
M Andersson
J Bredin
D Ashlock
M Smucker
E Ann
G Blake
M Consens
P Kilpelainen
E Kuikka
P Larson
T Snider
F Tompa
E Schroeder
H Burckert
G Vierke
S Staley
D Corkill
R Akkiraju
F Wu
S Costantini
P Dell
G Lanzarone
G Weisbuch
H Gutowitzzy
G DuchateauNguyen
Y Berbers
J Cheng
F Colville
K Jeannette
C Wing
A Giacalone
S Venkatesan
V Anantharam
M Marzo
C Muhugusa
T Harms
M Kurnow
G Mcgraw
D Le
M Irisa
G Heineman
G Alonso
M Dela
M Ogu
S Guerlain
C Miller
J Heflin
L Alvisi
W Willuhn
J Hylton
M Yokoo
K Kuwabara
P Avila
S Talukdar
D Ferguson
C Nikolaou
R Whitehair
S Handley
C Fournet
G Gonthier
J Levy
L Maranget
D Remy
J Cahn
S Whittaker
T Kielmann
P Noriega
B Fmap
A Nareyek
D Ps
A Dupuy
A Nerode
P Hingorani
W Sandholm
A Sebastian
B VonStengel
M Balabanovic
L Amant
R Kessler
H Carr
L Stoller
M Swanson
D Krafft
N Heintze
J Tygar
M Moore
B Carlson
S Haridi
G Picco
H Nawab
G Caro
P Tullmann
J Lepreau
F Tohmey
S London
R Browning
W Gribble
K Purang
B Chaibdraa
A Berman
V Bourassa
G Simariz
D DeEconoma
K Editor
H Oohama
J Rodrguez
J Padget
T Briscoe
A Kaplan
M DeRijke
J Huggins
J Janneck
P Kutter
T Franzn
L Maria
G Voigt
W Ebeling
I Rechenberg
P William
J MacKieMason
K Vanderveen
C Ramamoorthy
D Garlany
J Tomaykoy
D Gluchz
R Young
T Cornu
S Vialle
D Palmer
B Yee
B EndresNiggemeyer
E Neugebauer
M Pingle
B Clement
T Kelly
A Nierman
L Opyrchal
K Yu
O Carbunar
S Furuta
J Sundar
J Balasubramaniyan
O GarciaFernandez
D Isacoff
D Zamboni
E Denti
A Laboratorio
I Avanzata
A Omicini
O Duschka
M Carlsson
H Sydkraft
K Meyer
M Erlinger
J Betser
C Sunshine
A Giovanardi
G Mazzini
A VanDerHoek
K Steiglitz
T Ray
J Kephart
A Mary
C Maley
C Tomlin
M Buro
T Kojima
K Ueda
S Nagano
R Werchner
D Mutchler
J Merelo
M Chang
F Alizadeh
K Aardal
S VanHoesel
O Martin
S Otto
J Naor
B Bullnheimer
R Hartl
C Strauss
D Shmoys
L Trevisan
J Rolim
M Goemans
P Williamson
T St
W Macready
P Slavk
A Macdonald
K Marriott
P Stuckey
R Yap
J Karel
L Stougie
C Michael
G Norman
L Woodbury
J Glazier
D Ohsie
C Chu
D Wong
K Khoo
M Schutz
J Heitkotter
H Sakkout
T Qian
J DAmbrosio
K Michel
X Goemans
M Grotschel
M Grigoriadis
L Khachiyan
F Kursawe
S Edmondson
J Christensen
J Mount
R Kannan
C Alan
F Garry
M Sridhar
G Orr
A Condon
C Hense
E Sommer
W Emde
L Talavera
W Wang
W Gong
Y Lu
A Rajan
B Xia
O Zaiane
P Yu
Q Chen
M Kamber
G Liu
L Winstone
L Editor
M Holsheimer
M Kersten
H Toivonen
E Shek
E Mesrobian
K Ng
C Ordonez
M Dalkilic
E Robertson
D VanGucht
S Dao
S Tang
S Wang
M Mehta
J Rissanen
L Russell
W Hsu
A Mueller
G Psaila
M Ogihara
S Parthasarathy
W Li
S Nishio
H Kawano
B Leng
M Javeed
S Zaki
W Parthasarathy
C Brunk
J Kelly
L Page
Y Yin
S Nienhuyscheng
J Yao
J Shafer
K Shim
Y Cai
N Cercone
T Fulton
M Cheng
P Seshadri
B Bollobas
G Das
S Saluja
Z Kedem
C Silverstein
M Wang
B Iyer
J Gehrke
V Ganti
E Bredensteiner
S Sarawagi
S Thomas
S Berchtold
K Ross
K Mok
G Melli
C Helma
P Chandra
A Fisher
T Eugene
P Ng
E Steenkiste
H Takahashi
Y Dan
P Fayyad
A Brazma
K Valtonen
G Galal
R Srikant
B Lent
E Keravnou
N Cyprus
J Rousu
T Barta
C Forbes
Y Aumann
W Oren
E Ronen
F Mike
P Shmiel
F Rauscher
D Tsur
S Abiteboul
C Clifton
G Fahner
Z Jarai
A Virmani
L Iftode
M Novak
T Zhang
J Hutchinson
P Lo
T Imielinski
A Savasere
D Cheung
V Ng
C Wong
I Fernando
V Lopez
V Immanuel
D Toman
W Sushil
J Subrahmanian
S Cousins
M Kahn
M Worboys
M Xiong
R Sivasankaran
J Alvin
G Gendrano
B Huang
J Rodrigue
R Snodgrass
D Niwinski
S Kim
S Chakravarthy
O Denormalisation
M Bohlen
J Chomicki
P Kalua
M Bodlaender
P Stok
A Acharya
C Shock
A Sussman
T Emmitt
K Prey
A Shrufi
B Toman
P Grossberg
D Lopresti
A Tomkins
J Eliot
B Moss
J Oei
H Proper
E Falkenberg
J Falkenberg
R Busatto
C Jensen
M Hasan
D Musicant
M Dabu
A Duda
S Adali
T Arora
W Roth
J Vaghani
Z Somogyi
T Leask
J Harland
Z Xie
G Phipps
M Derr
P Asirelli
P Inverardi
G Plagenza
L Lakshmanan
N Arni
K Ong
T Lu
D Embleyz
S Liddley
Y Ngz
R Missaoui
A Gupta
I Singh
M Subrahmanian
T Reps
A VanGelder
J Schlipf
S Sudarshan
H Dewan
M Hernandez
J Hwang
V Royer
K Moon
M Osorio
E Dantsin
H Kwong
M Man
H Wong
N Barghouti
K Stathatos
S Kelley
J Baras
T Lehman
V Gottemukkala
N Gehani
O Shmueli
A Adya
R Gruber
U Maheshwari
T Hadzilacos
V Hadzilacos
S Nagy
A Dan
W Kohler
V Singhal
K Lam
S Hung
D Hong
S Gukal
J Bruno
A Krishnaswamy
P Krishna
M Atkinson
V Benzaken
A Skarra
S Banerjee
P Aoki
M Zaharioudakis
D Quass
P Diniz
M Rinard
E Patrick
N Krithi
R Pu
M Lehr
P Ammann
S Jajodia
I Ray
E Bertino
L Mancini
T Keefe
K Marrs
J Stamos
F Cristian
I Stanoi
G Graefe
B Shatdal
M Yannakakis
A Shukla
G Dong
R Topor
P Godfrey
J Gryz
M Nykanen
L Thorne
M Vadaparty
E Gradel
C Hirsch
C Melvin
C Roussopoulos
A Kemper
G Moerkotte
G Arocena
B Nag
E Hughes
S Venkataraman
W Taha
D Dewitt
M Day
L Shrira
H Kuno
V Narasayya
C Gardner
R Yairi
J Wileden
P Adams
L Zhou
K Nrvag
J Bayard
D Cushing
D Hansen
C Maier
R Ananthanarayanan
W Kaefer
H Pirahesh
Y Ra
P Kanellakis
S Ramaswamy
D Vengroff
M Kenneth
A Ross
R Haddleton
W Yin
W Embley
M Jeusfeld
K Sheka
J Ong
A Chang
E Alessio
I Shindyalov
P Bourne
N Kabra
A Lee
T Jacobs
A Ailamaki
J Granacki
Z Iqbal
T Kazi
J Cushing
D Batory
D Florescu
P Valduriez
E Tok
W Ling
Y Lei
E Zhou
A Geppert
K Dittrich
S Ghemawat
D Gangopadhyay
P Futtersack
F Authors
A Maier
M Castro
Q Zondervan
L Warshaw
L Bic
F Kaashoek
D Lieuwen
J Chase
E Lazowska
M BakerHarvey
N Hall
D Schuh
C Tan
M Zwilling
E Anwar
L Maugis
J Wiener
B Janet
L Wiener
G Myrestrand
J Ridgway
S Sinha
S Kirk
S Mamrak
J Chow
K Muthukumar
M Serrano
I Garcia
J Hsu
S Ong
H Young
E Waller
M Schrefl
G Kappel
R Brunner
K Ramaiyer
A Szalay
A Connolly
R Lupton
B Th
A Tiwary
N Ponnekanti
L Fillion
B Szymanski
E Deelman
J Flaherty
C Norton
J Teresco
L Ziantz
H Arno
J Voisard
A Beno
T Ng
S Gatziu
J Gilbert
M Yin
B Reinwald
K Tufte
D Bitton
C Turbyfill
S Lafortune
E Chen
D Schneider
A Bricker
H Hsiao
R Rasmussen
M Paskin
S Finkelstein
T Lunt
A Badia
S Christodoulakis
R Sandhu
S Finnerty
W Rodman
S Subramani
M Michael
J Pazzani
S Rugaber
S Doddapaneni
E Nikunen
R Sargent
D Fuhrman
T Critchlow
T Di
S Robert
M Gary
L Cartwright
K Ramasamy
S Wei
J Anderson
A Mendhekar
L Slaughter
E Buss
R DeMori
M Gentleman
J Henshaw
H Johnson
K Kontogiannis
E Merlo
H Muller
M Stanley
S Tilley
J Troster
K Wong
Y Matias
V Wang
E Harris
J Korn
E Koutsofios
R DeBy
B Vicki
J Yu
R Lueder
C Ellmann
J Kupsch
S Guo
J Larson
L Haas
D Kossman
E Wimmers
V Ogle
D Goldin
A Paris
C Kanellakis
W Litwin
A Sah
J Sidell
C Staelin
A Yu
H Korth
A Sheth
B Purimetla
J Haritsa
S Seshadri
C Hoover
B Thuraisingham
R Aranha
C Muthukrishnan
R Mukkamala
H Pang
J Pfaltz
J Hansson
T Kabir
A Mok
P Konana
X Wen
T Huffmire
D Krishnamurthy
J Rolia
V Jain
C Erikson
B Hwee
S Braoudakis
K Hatonen
M Tsang
F Forbes
A Jhingran
S Padmanabhan
C Baru
D Zilio
A Shatdal
R Raman
K Achyutuni
V Soloviev
G Panagopoulos
P Baron
S Ahmed
N Carriero
D Gelernter
B Arild
W Baugstt
J Greipsland
R Gibbons
M Guy
A Edjlali
G Schultz
A Brown
C Kozyrakis
D Kirks
R Orlandic
A Datta
T Cliff
A Lipman
W Yang
C Falkenberg
P Hagger
T Ozsu
R Bedichek
I Mumick
D Moldovan
A ArpaciDusseau
R ArpaciDusseau
D Culler
D Patterson
J Barros
R Arpaci
A Dusseau
A Grimshaw
S Janet
L Yi
R Loyd
D Hoffman
S Laiter
I Vaisman
A Tropsha
T DongXing
E Pontelli
M Carro
G Gupta
A Baratloo
P Dasgupta
D Krakovsky
L Brothers
G Fox
R Hughey
J Hicks
M Beckerle
B Greiner
H Thompson
D Chiou
B Ang
A Boughton
T Dahbura
V Natarajan
M Factor
A Davison
I Foster
C Kesselman
M Hermenegildo
D Cheriton
K Duda
M Holland
M Rabinovich
A Kononov
O James
T David
P Haines
A Azagury
E Kolodner
H Lieberman
A Aiken
M Raph
A Appel
K Guo
W Vogels
D Tarditi
G Morrisett
R Harper
P Wilson
O Shivers
C Weight
G Tel
F Mattern
L Amsaleg
P Ferreira
M Shapiro
H Boehm
Z Shao
J Bevemyr
T Lindgren
T Jr
W Schreiner
G Rozas
H Baker
R Hieb
R Kent
C Dybvig
Y Minamide
C Flanagan
R Nikhil
D Munro
A Hosking
W Yu
A Cox
T Scott
N Gifford
M Weiser
A Demers
C Hauser
K Crary
S Weirich
K Nilsen
W Schmidt
S Aditya
C Flood
B Saha
B Heck
C Hess
W Hunt
E Ost
M Gonc
A Scedrov
G RodriguezRivera
V Russo
D Plainfosse
O Agesen
D Detlefs
M Johnstone
R Ganesan
A Bernard
D Manivannan
R Bryant
D Stefanovi
Z Yehudai
G Attardi
T Flagella
D Comer
T Hosking
M Young
V Rego
B Goldberg
J Zimmermann
A Buchmann
R Atkinson
C Jacobi
P Kessler
A Courtney
P Inria
D Volpano
G Smith
C Irvine
G Banavar
G Lindstrom
L Birkedal
R Cartwright
M Felleisen
A Eliens
E DeVink
P Curien
J Denhartog
E Devink
J Debakker
R Kieburtz
F Bellegarde
J Bell
J Hook
J Lewis
D Oliva
L Walton
T Zhou
J Reynolds
R Cleaveland
R Virga
H Stndergaard
S Mathew
E Dahlman
Z Bozkus
A Choudhary
T Haupt
M Gupta
J Choi
B Appelbe
R Harmon
P May
S Wills
M Vitale
G Goff
C Tseng
R Surati
A Berlin
E Mohr
D Kranz
R Halstead
P Keleher
M Hall
B Murphy
S Liao
J Gu
S Moon
W Zwaenepoel
K Yelick
M Hally
J Mazumdar
D Das
S DeSarkar
S Cho
Y Song
B Zheng
S Schwinn
Q Zhao
D Lilja
P Yew
M Cosnard
M Loi
A Dube
A Hoisie
Y Luo
R Oliver
D SundaramStukel
H Wasserman
V Adve
R Bagrodia
J Browne
O Lubeck
P Teller
P Wickline
M Kleyn
W Giloi
M Kessler
A Schramm
Z Benaissa
N Zhou
S Feldman
P Weinberger
J Berkman
A Flatau
R Bordawekar
M Harry
R Krishnaiyer
R Ponnusamy
T Singh
R Thakur
S Peyton
J Ramsey
E West
D Weise
R Crew
G Grivas
M Ikei
C Haynes
L Mullin
S Thibault
C League
S Monnier
R Cytron
D Shields
J Jacobs
R Wolski
D Cann
G Weaver
D Ladd
J Christopher
E Nocker
S Smetsers
M VanEekelen
R Plasmeijer
E Borger
W Schulte
H Kienle
U Holzle
U Kremer
G DeFouw
D Grove
V Litvinov
E Culler
R Advisor
D Prof
G Baumgartner
R Kelsey
K Elsbernd
H Hein
T Krause
W Stein
C Speirs
J Hannan
J Rizzuto
J Silva
J Avotins
C Mingins
J Blow
M Chandy
C Koelbel
A John
J Hardwick
J Sipelstein
J Thornley
H Xi
D Edelsohn
J Glossner
J Thilo
S Vassiliadis
F Coelho
K Mani
S Sharma
Y Hwang
L Semenzato
S Tuecke
D MacQueen
L Liebrock
W Kim
H Bal
F Henderson
T Conway
J Stichnoth
T Gross
D Brown
D Watt
D Evans
D Stoutamire
W Zimmermann
M Trapp
C Yung
L Jategaonkar
J Puchol
J VonOlnhausen
D Koski
N Nedeljkovic
M Quinn
Y Tsai
D Robinson
M Nordin
E Christopher
L Calvin
L Snyder
R Bajwa
R Owens
M Irwin
A Brink
R Emery
A Rajput
T Rogers
C Ward
M Scott
A Schill
M Mock
S Edwards
A Kappel
M Frigo
C Leiserson
K Randall
R Shillner
E Felten
N Ramsey
S Jones
T Ball
T Baran
M Benedikt
K Cox
P Mataga
R Kenneth
C Rehor
H Millroth
S Copen
G Klaus
E Schauser
T VonEicken
J Hummel
L Hendren
A Nicolau
D Orr
J Bonn
R Mecklenburg
D Ungar
A VanDeursen
P Klint
W Maddox
B Marsh
P Beckman
D Gannon
J Merlin
S Baden
S Fink
B Chapman
E Johansson
C Jonsson
C Beierle
G Jager
H Kleine
A Basu
S Liang
J Cai
R Paige
A Bik
K Pingali
R Hanxleden
V Strumpen
M Alt
G Nadathur
G Tong
P Chou
M Mohnen
P Fradet
N Gnie
J Plevyak
J Larus
G Viswanathan
C Ozturan
B Sinharoy
F Bodin
S Yang
S Kesavan
A Malony
B Mohr
C Jaramillo
W Hwu
W Kelly
S Hiranandani
N Nystrom
D Whitlock
Q Cutts
N Fujinami
C Tice
S Graham
A AdlTabatabai
T Griffin
T Group
V Karamcheti
K Kwon
A Beguelin
J Dongarra
G Geist
R Manchek
K Moore
P Newton
V Sunderam
B Chamberlain
L Lawrence
S Derrick
D Bau
I Kodukula
V Kotlyar
P Stodghill
P Koopman
G Roth
J MellorCrummey
R Gregg
G Edjlali
G Agrawal
R Hank
D Gallagher
S Mahlke
D Lavery
G Haab
J Gyllenhaal
D August
S Bhattacharyya
H America
P Murthy
E Lee
J Wheelis
S Purushothoman
M Welinder
D Walker
N Glew
R Huff
V Maslov
M Benitez
A Carle
C Kessler
C Norris
L Pollock
R Thekkath
C Colby
V Garg
C Viravan
R Netzer
L Naish
H Pan
T Barbour
S Lumetta
P Reiher
S Bellenot
D Jefferson
J Hazan
R Morgan
R Wahbe
S Lucco
H Agrawal
U Geske
J Howard
A Mickish
S Parker
C Hansen
G Cheng
M Feng
G Somlo
I Hong
M Ronsse
B Geraci
A Tolmach
C Dellarocas
A Colbrook
W Weihl
R Olson
E Moy
M Hibler
B Ford
J Law
W Gu
G Eisenhauer
J Vetter
R Davies
J Arthur
K Geist
G Rosay
M Zagha
S Horwitz
M Burrows
G Nelson
P Sobalvarro
T Anderson
B Thomas
J Ball
A Woodruff
W Cai
S Turner
D Stephen
J Wiseman
S Stanley
P Friedman
S Sheu
G Naumovich
G Avrunin
A Novianto
D Hanson
Y Malaiya
J Denton
L Ford
P Livadas
S Croll
J Stafford
D Richardson
S Miriyala
Y Sami
R Fowler
L Kontothanassis
R Ghughal
A Mokkedem
K Baker
K Govindarajan
B Thompson
M Berzins
L Zhukov
R Coffey
N Smithline
A Wahba
D Deharbe
J Mankoff
F Gomes
S Franks
B Unger
Z Xiao
J Cleary
A Covington
A HashTable
S Srinivas
H Widjaja
M Oudshoorn
D Price
S Sarukkai
J Gotwals
C Decker
A Endo
V Deshpande
J Fritscher
N Masuda
A Sawyer
B Wylie
F Zimmermann
V Paxson
P Anderson
R Cypher
E Leu
R Rajamony
L McMurchie
F Wieland
P Hontalas
R Faith
L Nyland
J Prins
M Knepley
V Sarin
D Small
B White
J Hollingsworth
M Comini
G Levi
G Vitiello
R Elmstrtm
P Larsen
P Lassen
S Zimi
H Agarwal
C Cl
P Lorenzo
A Roland
R William
S Brian
J Wylie
R Gaugne
A Daniel
L Etayer
A Tal
M Burnett
T Lewis
W Citrin
S Khurshid
A Binns
F Breg
S Diwan
J Villacis
J Balasubramanian
E Akman
D Dean
R Stata
D Balfanz
R Schemers
K Wood
T Richardson
A Harter
A Hopper
J Bank
A Krall
M Probst
M Odersky
P Wadler
G Townsend
P Bridges
T Newsham
S Watterson
C Hawblitzel
G Czajkowski
D Hu
D Malkhi
M Reiter
M Philippsen
M Zenger
B Christiansen
P Cappello
M Ionescu
K Schauser
L Sarmenta
S Hirano
S Ward
C Wallace
M Mueller
H Prafullchandra
B Ban
M Cierniak
V Jones
M Jacob
M Karrenbach
P Jain
S Widoff
A Chandy
P Rifkin
J Sivilotti
M Mandelson
W Richardson
L Weisman
A Alexandrov
M Ibel
C Scheiman
M Karaul
H Karl
D Bacon
R Konuru
C Murthy
M Chu
K Sulimma
A DeHon
A Whitten
G Pike
C Miyamoto
B Liblit
A Krishnamurthy
P Hilfinger
D Gay
P Colella
J Corbett
B Krupczak
C Hsieh
V Krishnaswamy
D Walther
S Bhola
E Bommaiah
G Riley
B Topol
A Sodani
D DeCouto
B Porter
S Chenney
F Cho
A Costello
L Clarke
A Ferrari
T Jensen
M Thorn
J Ichnowski
G Narlikar
M Shumway
P Cadolini
F Davoli
G Marescotti
P Maryni
W AlAhmad
E Steegmans
Z Ives
A Aggarwal
J Aldrich
M Figueroa
G Robert
J Malan
S Chaar
P Masters
S Project
O Colby
B Cooper
B Blount
D Connelly
K Brahnmath
P Emerald
C Yennun
H Sampath
R Yajnik
M Root
E Demaine
V Getov
S FlynnHummel
S Mintchev
S Hiranoy
Y Yasuyy
H Igarashiyyy
B VanHalderen
B Overeinder
M Boyles
R Raje
S Fang
N Yalamanchilli
D Caromel
J Vayssiere
H Takagi
S Matsuoka
H Nakada
S Sekiguchi
M Satoh
U Nagashima
M Astley
J Sheikh
C Varela
D Wragg
R Biddle
E Tempero
P Andreae
K Bruce
B Foote
G Lopez
B FreemanBenson
B Stroustrup
G Roman
W Opdyke
S Popovich
D Musser
A Stepanov
R Chatterjee
B Ryder
W Landi
G Leavens
L Kale
M Bhandarkar
N Jagathesan
J Yelon
M Flatt
S Krishnamurthi
S Murer
J Eifrig
V Trifonov
A Zwarico
P Grogono
M Sefika
A Sane
C Barry
X Zhang
B Julian
T Dolby
J Dolby
B Ganguly
U Hlzle
N Neves
P Trancoso
P Sousa
R Alves
R Lisboa
T Dinesh
K Lundqvist
G Wall
T Sjland
G Corliss
A Griewank
P Schachte
G Saab
