author_name,paper_id
A Lejeune,610111
F Ferrie,610111
K Bubna,1008433
C Stewart,1008433
J Oliensis,156936
L Dorst,629197
A Smeulders,629197
S Sclaroff,73690
A Pentland,73690
K Venkata,28418
S Murthy,28418
K Venkata,28418
S Murthy,28418
L Liu,1123786
S Sclaroff,1123786
M Lerner,1139112
W Zhao,1102656
N Nandhakumar,1102656
E Aarts,75736
P VanLaarhoven,75736
J Lenstra,75736
N Ulder,75736
D Aha,75736
R Bankert,75736
H Almuallim,75736
T Dietterich,75736
P Argentiero,75736
R Chin,75736
P Beaudet,75736
K Lai,118924
R Chin,118924
R Basri,187666
L Costa,187666
D Geiger,187666
D Jacobs,187666
K Siddiqi,530998
A Shokoufandeh,530998
S Dickinson,530998
S Zucker,530998
R Nelson,1104825
A Selinger,1104825
M Herbordt,1111346
C Weems,1111346
M Scudder,1111346
R Nelson,33518
A Selinger,33518
J Isidoro,1109723
S Sclaroff,1109723
R Nelson,1113980
A Selinger,1113980
S Niyogi,1154360
J Ross,45250
M Beveridge,45250
S Anthony,45250
N Schwickerath,45250
R Nelson,59699
A Laine,94743
J Fan,94743
T Tian,130248
M Shah,130248
L Brown,209827
S Lai,829899
B Vemuri,829899
X Jiang,1105351
H Bunke,1105351
M Stevens,2341
J Ross,2341
Y Yao,1106291
R Chellappa,1106291
A Broggi,1109495
S Berte,1109495
D Forsyth,1112133
M Fleck,1112133
F Callari,610078
G Soucy,610078
F Ferrie,610078
D Weinshall,1114743
M Werman,1114743
M Cascia,159774
J Isidoro,159774
S Sclaroff,159774
R Zhang,1116997
P Tsai,1116997
J Edwin,1116997
M Cryer,1116997
S Baker,810112
R Szeliski,810112
P Anandan,810112
S Lai,834754
B Vemuri,834754
D Forsyth,57663
J Malik,57663
M Fleck,57663
H Greenspan,57663
T Leung,57663
S Belongie,57663
C Carson,57663
C Bregler,57663
Y Gdalyahu,187680
D Weinshall,187680
G Stein,196681
Y Weiss,225031
E Adelson,225031
J Oliensis,243802
C Stewart,1102920
S Gortler,548141
M Cohen,548141
X Jiang,274047
H Bunke,274047
J Marshall,1136452
C Burbeck,1136452
D Ariely,1136452
J Rolland,1136452
K Martin,1136452
R Malladi,187692
J Sethian,187692
B Vemuri,187692
J Loomis,1106351
H Bunke,1110435
N Oliver,226296
A Pentland,226296
F Berard,226296
K Pulli,1127281
H Singh,1116939
R Chellappa,1116939
A Fitzgibbon,1131062
M Pilu,1131062
R Fisher,1131062
J Ross,1152793
B Beveridge,1152793
K Siejko,1152793
D Berwick,1132130
S Lee,1132130
J Miller,1008420
C Stewart,1008420
R Basri,1144259
D Roth,1144259
D Jacobs,1144259
A Pope,405
T Hong,982523
S Sclaroff,231366
A Pentland,231366
R Rosales,9322
S Sclaroff,9322
D Beymer,5855
A Shashua,5855
T Poggio,5855
H Ishikawa,15453
D Geiger,15453
R Picard,27034
A Giordana,31076
F Neri,31076
L Saitta,31076
M Botta,31076
C Nastar,39036
A Pentland,39036
D Forsyth,88376
P McLauchlan,59308
D Murray,59308
G Piccioli,94810
E DeMicheli,94810
P Parodi,94810
M Campani,94810
F Korn,343
N Sidiropoulos,343
C Faloutsos,343
E Siegel,343
Z Protopapas,343
D Hofstadter,102115
G McGraw,102115
A Shashua,1131056
C Faloutsos,182059
V Gaede,182059
D Morris,295170
T Kanade,295170
A Pievatolo,645031
P Green,645031
R Picard,757197
I Elfadel,757197
R Picard,1154369
D Eberly,774380
S Pizer,774380
T Boult,1138225
S Fenster,1138225
O Thomas,1138225
E Amaldix,1103840
M Mattavelliy,1103840
L Leherte,1105648
K Baxter,1105648
D Grinberg,1105989
R Herbrich,1111178
T Scheffer,1111178
D Sher,215344
C Wafford,215344
D Milun,215344
M Langer,1129840
S Zucker,1129840
R Nelson,1115541
B Gong,1126866
C Privitera,1135201
A Bobick,42900
C Pinhanez,42900
R Picard,759670
I Elfadel,759670
A Pentland,759670
L Parida,1138974
D Geiger,1138974
R Hummel,1138974
G Stein,291867
W Eric,291867
L Grimson,291867
A Smith,291867
J Ross,1111898
B Bruce,1111898
A Draper,1111898
M Stevens,1111898
A Hanson,1111898
K Siejko,1111898
Z Zhang,1113773
Q Luong,1113773
O Faugeras,1113773
K Kutulakos,180311
A Fournier,1130800
S Sclaroff,1120755
A Pentland,1120755
K Lin,938203
H Jagadish,938203
C Faloutsos,938203
F Liu,760497
R Picard,760497
S Benton,760497
J Taylor,1139831
T Olson,1139831
W Martin,1139831
Y HelOr,10553
M Werman,10553
Y Yacoob,15106
L Davis,15106
D Weinshall,30589
C Tomasi,30589
K Kutulakos,30590
C Dyer,30590
E Kohavi,31080
F Provost,31080
E Isaacs,31080
J Tang,31080
Y Ye,51226
J Shi,8643
J Malik,8643
R Agrawal,320
C Faloutsos,320
A Swami,320
K Lai,118920
R Chin,118920
M Black,48800
A Jepson,48800
C Rodriguez,121893
D Harwood,121893
L Davis,121893
Y Cheng,125808
R Collins,125808
A Hanson,125808
E Riseman,125808
S Niyogi,130226
E Adelson,130226
Y Ma,146301
J Kosecka,146301
S Sastry,146301
T Regier,176854
S Roy,198456
I Cox,198456
A Schwickerath,208399
S Coorg,226041
N Master,226041
S Teller,226041
D Bhat,553776
S Nayar,553776
W Grimson,10582
G Ettinger,10582
S White,10582
T LozanoPerez,10582
W Wells,10582
R Kikinis,10582
J Hobby,692902
J Choate,462788
M Gennert,462788
S Niyogi,313781
E Adelson,313781
D Simon,270295
T Kanade,270295
A Shashua,415658
M Werman,415658
M Schollmeyer,301685
B McMillin,301685
D George,551889
Z Dr,551889
M Insall,551889
D Stigall,551889
T Regier,739836
C Pinhanez,313782
A Bobick,313782
B Vemuri,759077
A Radisavljevic,759077
D Fleet,1102675
A Jepson,1102675
J Ross,99949
C Beveridge,99949
C Lesher,99949
B Messmer,1104315
H Bunke,1104315
T Schouten,1108221
M Gebbinck,1108221
R Schoenmakersy,1108221
G Wilkinsonz,1108221
T Schouten,11138
M Gebbinck,11138
P Felzenszwalb,1112065
D Huttenlocher,1112065
S Kulkarni,396292
D Tse,396292
P Chiang,1127875
T Binford,1127875
N Chang,1127459
A Zakhor,1127459
Y Yacoob,1104960
L Davis,1104960
P Kovesi,1130733
A Shende,1119459
R Vuduc,1117809
A Dev,1130569
B Krose,1130569
F Groen,1130569
C Duncan,889988
M Goodrich,889988
E Ramos,889988
C Lee,1129871
Y Wang,1129871
T Yang,1129871
R Jakobovits,1119831
L Lewis,1119831
J Ahrens,1119831
L Shapiro,1119831
S Tanimoto,1119831
J Brinkley,1119831
I Cicekli,1123022
J Campbell,1130916
A Hashim,1130916
F Murtagh,1130916
Y Cheng,1118737
V Wu,1118737
R Collins,1118737
A Hanson,1118737
E Riseman,1118737
T Darrell,107826
I Essa,107826
A Pentland,107826
A Bobick,756392
C Pinhanez,756392
R Picard,1136279
H Ishikawa,813946
D Geiger,813946
D Weinshall,1139017
P Anandan,1139017
M Irani,1139017
N Mayya,1139321
A Laine,1139321
B Vemuri,1139474
Y Guo,1139474
B Vemuri,1139475
S Huang,1139475
S Sahni,1139475
C Leonard,1139475
C Mohr,1139475
R Gilmore,1139475
J Fitzsimmons,1139475
M Stevens,2333
J Ross,2333
L Saitta,4274
M Botta,4274
F Neri,4274
A Gilchrist,532848
S Delman,532848
A Jacobsen,532848
G Klinker,532848
S Shafer,532848
T Kanade,532848
G Klinker,532848
S Shafer,532848
T Kanade,532848
G Klinker,532848
S Shafer,532848
T Kanade,532848
E Land,532848
D Hubel,532848
M Livingstone,532848
S Perry,532848
M Burns,532848
L Maloney,532848
T Kapur,155393
W Eric,155393
L Grimson,155393
G McGraw,1129300
E Chuang,1120274
D Sher,1120274
T Hazen,1115209
J Glass,1115209
A Smith,1115209
R Picard,755002
F Brill,844385
J Miller,266
C Stewart,266
Y Yu,6527
Q Peng,6527
P Brown,6585
V Della,6585
P Peter,6585
V deSouza,6585
J Lai,6585
R Mercer,6585
P Resnik,6624
D Yarowsky,6624
H Schultz,13508
K Erol,55005
J Hendler,55005
D Nau,55005
J Wang,16134
E Adelson,16134
W Welch,25238
A Witkin,25238
R Kohavi,3233
D Cutting,29752
J Kupiec,29752
J Pedersen,29752
P Sibun,29752
R Radhakrishnan,31281
A Amsalu,31281
M Kamran,31281
B Nnaji,31281
T Sellis,1149
N Roussopoulos,1149
C Faloutsos,1149
S Ravela,37183
R Manmatha,37183
P Viola,42921
J Huang,1105708
S Ravi,1105708
K Mandar,1105708
M Zhu,1105708
T Kanade,47087
H Kano,47087
S Kimura,47087
A Yoshida,47087
K Oda,47087
A Jepson,44083
M Black,44083
K Erol,55006
J Hendler,55006
D Nau,55006
E Bae,323128
K Thomas,323128
G Dietterich,323128
M Gorkani,1154363
R Picard,1154363
R Rao,59711
D Ballard,59711
G Wallis,68224
E Rolls,68224
R Wilensky,73490
M Siegel,78484
I Kononenko,52835
G Ravichandran,84961
M Trivedi,84961
C Faloutsos,1110
S Roseman,1110
S Chen,94719
J Goodman,94719
Z Zhang,98478
R Weiss,98478
A Hanson,98478
K Yip,98998
S Mann,103878
R Picard,103878
R Kohout,124540
D Musliner,124540
J Hendler,124540
J Kosecka,110437
R Blasi,110437
C Taylor,110437
J Malik,110437
J Kosecka,116040
D Weinshall,129307
M Werman,129307
N Tishby,129307
L Campbell,107824
A Bobick,107824
V Kumar,132123
E Bloedorn,137359
R Michalski,137359
U Shaft,144880
R Ramakrishnan,144880
A Bobick,145826
J Davis,145826
S Chen,150111
J Oliensis,156934
J Oliensis,156940
F Pereira,141918
M Riley,141918
S Belongie,193662
C Carson,193662
H Greenspan,193662
J Malik,193662
I Cox,198457
S Roy,198457
Y Yacoob,200813
L Davis,200813
P Whaite,202207
F Ferrie,202207
M Lin,204905
W Grimson,209846
G Ettinger,209846
T Kapur,209846
M Leventon,209846
W Wells,209846
R Kikinis,209846
T Minka,213377
E Sven,234228
R Peter,234228
N Yianilos,234228
D Forsyth,238157
J Mundy,238157
A Zisserman,238157
C Rothwell,238157
S Chen,245593
E Ristad,245638
V Hatzivassiloglou,245891
K Knight,245891
E Ringger,251923
J Allen,251923
M Jagersand,59692
O Mangasarian,285687
M Das,457612
E Riseman,457612
B Draper,457612
A Ratan,233250
R Sukthankar,519215
M Overmars,305625
A Rao,305625
O Schwarzkopf,305625
C Wentink,305625
J Cohen,777637
M Lin,777637
D Manocha,777637
M Ponamgi,777637
S Birchfield,553732
C Tomasi,553732
J Gary,188635
P David,188635
B Wilson,188635
D Musliner,367832
E Durfee,367832
K Shin,367832
J Warren,548361
N Friedman,390442
S Russell,390442
P Penevy,1132968
J Atickz,1132968
D Forsyth,446976
J Malik,446976
M Fleck,446976
J Ponce,446976
S Revankar,393136
D Sher,393136
B Hall,393136
W Yan,368064
K Wai,368064
f Winky,368064
Y Wai,368064
B Kohout,322164
M Ingemar,10045
J Cox,10045
J Ghosn,10045
P Yianilos,10045
R Polana,376746
R Nelson,376746
L Dorst,695198
R VanDenBoomgaard,695198
J Gil,382874
M Werman,382874
A Hero,704080
J Fessler,704080
M Usman,704080
J Martin,322921
A Pentland,322921
R Kikinis,322921
R Basri,311756
D Jacobs,311756
M Werman,335394
D Weinshall,335394
C Pisupati,1132187
L Wolff,1132187
W Mitzner,1132187
E Zerhouni,1132187
R Thomas,620151
R Polana,300081
R Nelson,300081
R Zabih,55611
J Woodfill,55611
C Joerg,70556
B Kuszmaul,70556
R Deriche,120781
Z Zhang,120781
Q Luong,120781
O Faugeras,120781
E Mjolsness,256361
R Milanese,284246
H Wechsler,284246
S Gil,284246
J Bost,284246
T Pun,284246
Y Yacoob,755424
L Davis,755424
A Bobick,755462
Y Ivanov,755462
A Sherstinsky,36000
R Picard,36000
Y Xiong,213753
S Shafer,213753
R Szeliski,809977
P Golland,809977
N Merlet,1102666
E Ringger,1102801
J Allen,1102801
M Riesenhuber,1102934
T Poggio,1102934
A Berger,1103586
M Devarajan,1103824
M Kamran,1103824
B Nnaji,1103824
S DerAMSELRDNVVISPLET,1104014
R Chellappa,1104014
S Grace,1104537
C Vetterli,1104537
F Cozman,1105290
E Krotkov,1105290
K Kim,1105325
M Siegel,1105325
J Son,1105325
H Liu,1106051
R Setiono,1106051
B Mel,144205
D MacKay,1105545
L Bauman,1105545
H Breu,1105695
J Gil,1105695
D Kirkpatrick,1105695
M Werman,1105695
R Fateman,23733
T Tokuyasu,23733
B Berman,23733
N Mitchell,23733
K Bohringer,1106084
V Bhatt,1106084
B Donald,1106084
K Goldberg,1106084
S Grace,266189
Z Chang,266189
M Vetterli,266189
J JennJier,1106991
L Jeffrey,1106991
F Cohn,1106991
T Kanade,1106991
C Li,1106991
J Marks,572377
B Andalman,572377
W Freeman,572377
S Gibson,572377
J Hodgins,572377
T Kang,572377
B Mirtich,572377
H Pfister,572377
W Ruml,572377
K Ryall,572377
J Seims,572377
S Shieber,572377
D Fu,1107350
K Hammond,1107350
M Swain,1107350
M Brand,1107405
I Essa,1107405
J Ross,119117
B Christopher,119117
R Graves,119117
J Steinborn,119117
K Schadler,1107486
U Schmid,1107486
H Lubben,1107486
B Machenschalk,1107486
M Stevens,1107982
J Ross,1107982
B Michael,1107982
E Goss,1107982
N Strm,1108381
B Scassellati,290649
S Alexopoulos,290649
M Flickner,290649
J Ross,1108912
B Chris,1108912
G Lesher,1108912
P Golland,1109513
A Bruckstein,1109513
G Ettinger,155386
M Leventon,155386
W Grimson,155386
R Kikinis,155386
V Gugino,155386
W Cote,155386
L Sprung,155386
L Aglio,155386
M Shenton,155386
G Potts,155386
E Alexander,155386
Y Xiao,1109811
R Greiner,1109811
R Machiraju,1109876
R Yagel,1109876
T Leung,1110046
J Malik,1110046
A Kornai,1110230
Z Liu,1110409
D Kersten,1110409
S Chen,1102254
K Seymore,1102254
R Rosenfeld,1102254
Y Gil,570467
M Tallis,570467
C Cedras,213357
M Shah,213357
H Kaindl,1111361
G Kainz,1111361
M Siegel,1111739
M Leary,1111739
T Keung,1112047
L ZhiQiang,1112047
S White,125283
H Zabrodsky,1112564
S Peleg,1112564
D Avnir,1112564
C Bregler,1112691
J Malik,1112691
J Marroquin,436796
F Girosi,436796
S Pattanaik,306980
K Bouatouch,306980
K Erol,1113908
J Hendler,1113908
D Nau,1113908
R Tsuneto,1113908
R Machiraju,900800
R Yagel,900800
R Manmatha,1116860
S Ravela,1116860
J Hobby,1121465
P Investigator,1153653
P Jitendra,1153653
M Researches,1153653
C Taylor,1153653
P McLauchlan,1153653
J Kosecka,1153653
Z Zhang,1116128
R Weiss,1116128
A Hanson,1116128
K Pulli,1127277
L Shapiro,1127277
S Chang,1114619
T Kapur,1123613
P Beardsley,1123613
S Gibson,1123613
W Eric,1123613
L Grimson,1123613
W Wells,1123613
W Grimson,1082714
C Stauffer,1082714
R Romano,1082714
L Lee,1082714
l Sobierajski,1082714
D Cohen,1082714
A Kaufman,1082714
R Yage,1082714
M David,1082714
E Acker,1082714
R Machiraju,1123859
E Swan,1123859
R Yagel,1123859
I Stainvas,1123176
N Intrator,1123176
A Moshaiov,1123176
J Santamara,333291
R Arkin,333291
G Blais,1129820
M Levine,1129820
F Callari,610076
F Ferrie,610076
W James,44093
A MacLean,44093
J Richard,44093
C Frecker,44093
S Sirohey,115101
C Wentink,963976
A Frank,963976
V Overmars,963976
M DeBerg,1133311
P Bose,1133311
D Bremner,1133311
S Ramaswami,1133311
G Wilfong,1133311
P Bradley,96344
O Mangasarian,96344
W Street,96344
P Bradley,377906
U Fayyad,377906
O Mangasarian,377906
D Leporini,1131281
H Hakan,628730
L Yakal,628730
B Krose,628730
B Kuszmaul,1117373
M Simmons,1120997
C Sequin,1120997
R Collins,1115053
Y Tsin,1115053
J Ryan,1115053
A Lipton,1115053
S Won,1118547
S Lee,1118547
J Wnek,1118547
S Peleg,1131084
A Shashua,1131084
M Irani,1131084
D Weinshall,1131084
M Werman,1131084
M Werman,1121473
A Shashua,1121473
S Carlsson,824398
D Weinshall,824398
E Sven,1130234
R Peter,1130234
N Yianilos,1130234
M Mohri,1121136
F Pereira,1121136
M Riley,1121136
E Grossmann,1115105
J SantosVictor,1115105
A Buchsbaum,1126979
R Giancarlo,1126979
J Westbrok,1126979
S Byers,1123986
A Raftery,1123986
Y Yacoob,1121719
H Lam,1121719
L Davis,1121719
R Morris,1131291
I Steinberg,1134492
M Solomon,1134492
A Baraldi,1135075
P Blonda,1135075
F Parmiggiani,1135075
G Satalino,1135075
S Wu,733541
S Posch,1154300
H Tagare,744896
D McDermott,744896
K Russell,1154355
T Darrell,1136117
S Basu,1136117
C Wren,1136117
A Pentland,1136117
J William,1136138
D Supervisor,1136138
A Bobick,1136138
Y Weiss,31588
E Adelson,31588
C Pinhanez,757392
A Bobick,757392
F Hameed,766281
S Hambrusch,766281
A Khokhar,766281
J Patel,766281
M Lin,1136648
S Gottschalk,1136648
J Furst,1136911
S Pizer,1136911
K Arthur,1137246
H Shum,1138389
R Szeliski,1138389
S Baker,1138389
M Hanz,1138389
P Anandan,1138389
O Thomas,1138438
D Terrance,1138438
B Gupta,1138438
O Thomas,1138440
D Gupta,1138440
T Boult,1138440
D Geiger,1138962
H Pao,1138962
N Rubin,1138962
D Geiger,1138964
L Parida,1138964
Z Hu,1140208
N Philip,6618
S Resnik,6618
K Bohringer,476295
G Kahen,1104350
W Building,1104350
A Kelly,63314
D Nau,583422
J Ross,2327
Z Beveridge,2327
M Zhang,2327
M Goss,2327
A Stevens,2327
J Ross,1152386
K Hanson,1108356
R Silver,1108356
J Ross,1152497
M Ravishankar,24953
R Bisiani,24953
R Reddy,24953
A Rudnicky,24953
R Stern,24953
W Ward,24953
M Ravishankar,24953
B Tesar,475978
P Smolensky,475978
M Emmanuel,1111955
L Eric,1111955
L Grimson,1111955
A Smith,1111955
P Jonathon,760503
H Moon,760503
P Rauss,760503
S Rizvi,760503
D Forsyth,1120355
M Fleck,1120355
R Kohavi,1999
J Vermaak,1131331
M Niranjan,1131331
C Nastar,39035
B Moghaddam,39035
A Pentland,39035
B Moghaddam,756209
C Nastar,756209
A Pentland,756209
G Soucy,610137
F Ferrie,610137
J Soh,1120318
D Wise,428239
R Rao,1117965
G Zelinsky,1117965
M Hayhoe,1117965
D Ballard,1117965
M Goldburg,1130721
J Nicolas,1118337
A Shashua,1131055
N Navab,1131055
R Tsai,1131055
T Huang,1131055
S Ullman,1131055
S Ullman,1131055
R Basri,1131055
D Weinshall,1131055
D Weinshall,1131055
C Tomasi,1131055
L Wolff,793847
E Angelopoulou,793847
A Bradley,101416
Q Yang,67668
D Nau,67668
J Hendler,67668
E Bloedorn,1118286
I Imam,1118286
K Kaufman,1118286
M Maloof,1118286
R Michalski,1118286
J Wnek,1118286
G Mason,1118286
K Gil,187439
P Njiwoua,1120571
E Nguifo,1120571
W Freeman,1153828
P Viola,1153828
F Raymond,1130762
B Sackler,1130762
P Bradley,1154210
O Mangasarian,1154210
S Becker,458481
V Michael,458481
J Bove,458481
M Olof,757210
S Rosalind,757210
W Picard,757210
M Pelillo,531049
K Siddiqi,531049
S Zucker,531049
S Krishnan,764293
M Lin,764293
D Manocha,764293
M Lin,1136662
D Manocha,1136662
J Cohen,1136662
L Gottesfeld,1137474
B Korte,835911
L Lovasz,835911
R Schrader,835911
S Greedoids,835911
G Lance,835911
W Williams,835911
V Levit,835911
J Mullat,835911
Y Zaks,835911
I Muchnik,835911
I Muchnik,1138925
V Mottl,1138925
D Magerman,3359
J Varanelli,1139788
B Draper,1117539
D Beymer,24273
C Fermuller,636891
Y Aloimonos,636891
J Lien,99289
J Cohn,99289
T Kanade,99289
C Li,99289
A Pope,135590
D Lowe,135590
A Johnson,91250
M Hebert,91250
S Culhane,9282
J Tsotsos,9282
J Yang,13701
V Honavar,13701
R Picard,36030
T Minka,36030
I Cox,49010
S Roy,49010
S Hingorani,49010
A Azarbayejani,63759
T Starner,63759
B Horowitz,63759
A Pentland,63759
T Darrell,92824
P Maes,92824
B Blumberg,92824
A Pentland,92824
A Bobick,159773
W Ligon,216628
U Ramachandran,216628
J Subhlok,111855
G Vondran,111855
C Bregler,225013
J Malik,225013
D Beymer,231353
A Stoddart,346103
A Hilton,346103
J Davis,754687
A Bobick,754687
F Sparacino,756217
C Wren,756217
A Pentland,756217
G Davenport,756217
B Vemuri,835144
L Wang,835144
Y Chen,835144
T Olson,843518
N Klop,843518
M Hyett,843518
S Carnell,843518
R Carceroni,1103680
W Meira,1103680
J Stets,1103680
S Dwarkadas,1103680
C Brown,1104710
Y Ye,149777
J Tsotsos,149777
K Bennet,149777
K Hinshaw,371917
R Altman,371917
J Brinkley,371917
Y Weiss,1106853
J Subhlok,25160
B Yang,25160
M Stewart,68211
B Terrence,68211
J Sejnowski,68211
A Bobick,754684
S Intille,754684
J Davis,754684
F Baird,754684
C Pinhanez,754684
L Campbell,754684
Y Ivanov,754684
A Schutte,754684
A Wilson,754684
N Dendris,1111751
P Parodi,1111751
T Hofmann,1117288
J Buhmann,1117288
K Wu,1129841
D Gauthier,1129841
M Levine,1129841
M Levine,1129841
M Hucka,1128480
S Kaplan,1128480
S Dickinson,1116433
D Metaxas,1116433
R Helzerman,990264
M Harper,990264
S Peleg,1129974
D Weinshall,1129974
M Werman,1129974
D Prewer,1120949
L Kitchen,1120949
C Lee,612968
Y Wang,612968
T Yang,612968
C Lu,1135760
G Hager,1135760
E Mjolsness,1135760
G Hager,1135760
E Mjolsness,1135760
P Belhumeur,1135822
G Hager,1135822
T Jebara,754833
C Eyster,754833
J Weaver,754833
T Starner,754833
A Pentland,754833
J Wang,314013
E Adelson,314013
U Desai,314013
A Stoddart,1137076
S Lemke,1137076
A Hilton,1137076
T Renn,1137076
C Stewart,1008422
J Lien,99288
T Kanade,99288
A Zlochower,99288
J Cohn,99288
C Li,99288
M Garland,117998
P Heckbert,117998
M Patrick,1129160
J Michael,1129160
P Johnson,1129160
C Atkeson,1129160
L Gould,1129160
M Algorithms,1123065
A Bobick,1154356
C Pinhanez,1136145
G Barequet,141951
M Sharir,141951
A Rosenfeld,1112657
M Hagedoorn,1133356
R Veltkamp,1133356
S Seitz,77654
C Dyer,77654
V Wu,1121720
R Manmatha,1121720
V Wu,67689
R Manmatha,67689
R Collins,7128
A Hanson,7128
E Riseman,7128
A Lerios,77308
C Garfinkle,77308
M Levoy,77308
S Bensalem,36960
Y Lakhnech,36960
H Saidi,36960
S Gibson,1128105
J Marks,1128105
D Feinberg,1128105
M Sosa,1128105
D Jacobs,1152562
P Hubbard,136850
S Grossberg,1131420
G Bradski,1131420
P Clifford,645581
G Nicholls,645581
G Ravichandran,1104580
M Trivedi,1104580
C Shelton,1112148
T Poggio,1112148
A Smith,1112148
S Edelman,13096
Y Moses,39812
S Ullman,39812
S Edelman,39812
M Chen,1106974
T Jochem,1106974
D Pomerleau,1106974
P Zhan,249713
M Westphal,249713
T Sloboda,263801
A Waibel,263801
S Wu,22552
S Chen,32255
D Beeferman,32255
R Rosenfeld,32255
T Zeppenfeld,31323
M Finke,31323
K Ries,31323
M Westphal,31323
A Waibel,31323
M Finke,36878
P Geutner,36878
H Hild,36878
T Kemp,36878
K Ries,36878
M Westphal,36878
T Sloboda,53066
M Westphal,193524
C Wooters,15114
A Hunt,386161
B Suhm,1103447
P Heeman,400977
J Allen,400977
P Raghavan,1107586
L Leonardo,1152264
M John,1152264
C Bregler,14448
Y Konig,14448
P Smyth,33231
D Heckerman,33231
M Jordan,33231
G Chung,63098
S Seneff,63098
T Schultz,67323
I Rogina,67323
A Waibel,67323
P Zhan,70422
K Ries,70422
M Gavalda,70422
D Gates,70422
A Lavie,70422
A Waibel,70422
Y Konig,107117
N Morgan,107117
A Stolcke,180002
Y Mitchel,180002
L Heck,223255
A Sankar,223255
P Cohen,251918
S Oviatt,251918
M Spina,354689
V Zue,354689
N Morgan,107119
H Bourlard,107119
S Greenberg,107119
H Hermansky,107119
J Bilmes,1135443
T Kemp,1104095
T Schaaf,1104095
B Raj,1113726
E Gouva,1113726
P Moreno,1113726
R Stern,1113726
L Tomokiyo,1113785
K Ries,1113785
E Brill,1132231
R Florian,1132231
J Henderson,1132231
L Mangu,1132231
K Kirchhoff,1135094
D Ellis,1135413
N Mirghafori,1135886
N Morgan,1135886
M Kyle,60767
M James,60767
R Glass,60767
I Lee,189161
S Hetherington,189161
A Hunt,183225
R Hugo,3162
G Gibson,3162
E Ginting,3162
D Stodolsky,3162
J Zelenka,3162
S Sekine,3887
A Borthwick,3887
R Grishman,3887
S Waterhouse,6133
G Cook,6133
T Starner,15105
A Pentland,15105
I Lewin,19501
M Russell,19501
D Carter,19501
S Browning,19501
K Ponting,19501
S Pulman,19501
P Duchnowski,23891
M Hunke,23891
D Uwe,23891
M Waibel,23891
A Lavie,26317
A Waibel,26317
L Levin,26317
D Gates,26317
M Gavalda,26317
T Zeppenfeld,26317
P Zhan,26317
O Glickman,26317
A Sankar,27922
V Digalakis,27922
P Placeway,24042
J Lafferty,24042
R Stiefelhagen,28835
J Yang,28835
Y Muthusamy,37204
R Cole,37204
B Oshika,37204
D Ron,38722
Y Singer,38722
N Tishby,38722
J Chang,40582
V Zue,40582
A Stolcke,46119
E Shriberg,46119
C Chelba,70790
D Engle,70790
F Jelinek,70790
V Jimenez,70790
S Khudanpur,70790
L Mangu,70790
H Printz,70790
E Ristad,70790
R Rosenfeld,70790
A Stolcke,70790
D Wu,70790
S Seneff,63101
R Lau,63101
H Meng,63101
P Turney,14540
D Kershaw,40422
T Robinson,40422
M Hochberg,40422
P Geutner,12375
C Bregler,14232
S Omohundro,14232
J Chang,129291
J Glass,129291
M Woszczyna,36883
M Finke,36883
T Kemp,36883
A McNair,36883
A Lavie,36883
L Mayfield,36883
M Maier,36883
I Rogina,36883
T Sloboda,36883
A Waibel,36883
P Zahn,36883
T Zeppenfeld,36883
A Sankar,182951
L Neumeyer,182951
M Weintraub,182951
N Yankelovich,194700
G Levow,194700
M Marx,194700
M Witbrock,196553
A Hauptmann,196553
L Mayfield,223150
T Ries,223150
S Waterhouse,193468
D Kershaw,193468
T Robinson,193468
M Rayner,247848
D Carter,247848
P Price,247848
B Lyberg,247848
J Bilmes,1105749
K Asanovic,1105749
C Chin,1105749
J Demmel,1105749
A Nelson,365086
E Wan,365086
M Woszczyna,299292
M Finke,299292
J Fritsch,319008
M Finke,319008
A Waibel,319008
U Meier,28832
W Hurst,28832
P Duchnowski,28832
U Meier,109470
R Stiefelhagen,109470
J Yang,109470
M Phillips,457917
D Goddeau,457917
L Chase,184364
N Morgan,735973
H Bourlard,735973
S Greenberg,735973
H Hermansky,735973
S Wu,735973
S Greenberg,733415
B Kingsbury,733415
S Renals,105864
N Morgan,105864
M Cohen,105864
H Franco,105864
N Mirghafori,734668
E Fosler,734668
N Morgan,734668
S Tibrewala,734689
H Hermansky,734689
D Roy,751413
N Sawhney,751413
C Schmandt,751413
A Pentland,751413
A Sankar,223261
A Stolcke,223261
T Chung,223261
L Neumeyer,223261
M Weintraub,223261
H Franco,223261
F Beaufays,223261
S Sekine,1138674
J Sterling,1138674
R Grishman,1138674
Z Hu,851709
E Barnard,851709
R Cole,851709
D Beeferman,92191
A Sankar,26113
L Heck,26113
A Stolcke,26113
F Weng,1104094
H Bratt,1104094
L Neumeyer,1104094
A Stolcke,1104094
G Flammia,1104177
J Glass,1104177
M Phillips,1104177
J Polifroni,1104177
S Seneff,1104177
V Zue,1104177
J Lehman,1106327
S Kemp,1107679
P Geutner,1107832
J Fritsch,1107974
M Finke,1107974
A Waibel,1107974
L Chase,733361
T Polzin,1110911
A Waibel,1110911
A Dey,1110911
L Catledge,1110911
G Abowd,1110911
C Potts,1110911
M Ravishankar,1111393
R Bisiani,1111393
E Thayer,1111393
J Savage,1111943
A Holden,1111943
K Seymore,1112769
S Chen,1112769
S Doh,1112769
M Eskenazi,1112769
